,average_auc
0.1,0.605267178851182
0.2,0.6306322034860614
0.3,0.6704057819010135
0.4,0.6835583242995127
0.5,0.6904969258715853
0.6,0.7102490701094243
0.7,0.7285786595519225
0.8,0.7470036305877011
0.9,0.7262494331065761
