,average_auc
0.1,0.7122030913610471
0.2,0.6974873132129136
0.3,0.7360939910326831
0.4,0.739454113074136
0.5,0.7312666806399779
0.6,0.728717670083474
0.7,0.7387729904632152
0.8,0.7263013387792149
0.9,0.7481859410430839
