,average_auc
0.1,0.8472847319893732
0.2,0.8972190041542331
0.3,0.8946137793416502
0.4,0.9028946388682055
0.5,0.9092145976756235
0.6,0.9019651828484638
0.7,0.9089848597666914
0.8,0.915845716382315
0.9,0.9183333333333333
