,average_auc
0.1,0.624186134266406
0.2,0.6353010738890816
0.3,0.6469013713080168
0.4,0.6657163791659689
0.5,0.664678652235064
0.6,0.6756368182528522
0.7,0.6893459915611814
0.8,0.6821977392300879
0.9,0.714467885607126
