,average_auc
0.1,0.6957047063337699
0.2,0.7154861898784588
0.3,0.7210641387292548
0.4,0.7260419659961685
0.5,0.7236085653715835
0.6,0.7317640662279612
0.7,0.7446472701149424
0.8,0.732676014957265
0.9,0.756915697483409
