,average_auc
0.1,0.9474527090756655
0.2,0.9591414763521762
0.3,0.9587857559836542
0.4,0.9593650793650794
0.5,0.9591411708361508
0.6,0.9579687984753801
0.7,0.957762876579203
0.8,0.9530178508306821
0.9,0.9669037940379404
