,average_auc
0.1,0.6656137083078596
0.2,0.7098328260659515
0.3,0.726883227617106
0.4,0.7455514794485513
0.5,0.7343987577694551
0.6,0.7493714547469362
0.7,0.753997044053925
0.8,0.7688357855238471
0.9,0.7455668016194331
