,average_auc
0.1,0.7352093041717939
0.2,0.7600089395688505
0.3,0.7583335959852774
0.4,0.754509039750958
0.5,0.7658878637185071
0.6,0.7653337180689478
0.7,0.7665033524904215
0.8,0.7679220085470086
0.9,0.7729504785684559
