,raw_auc,sign_edge
0.1,0.5630523558131226,0.5428637716826102
0.2,0.5886157783390213,0.5526818034403896
0.3,0.5959507168647061,0.5582509262858564
0.4,0.5968037296455939,0.5488758979885058
0.5,0.5862747903470713,0.5915219784327524
0.6,0.6002761947510306,0.5657020890609511
0.7,0.6079874281609196,0.5798321360153256
0.8,0.5995638354700855,0.5750755876068376
0.9,0.5907505968416672,0.5649276124143067
