,average_auc
0.1,0.9602444019422903
0.2,0.9635625430010876
0.3,0.9630256643099611
0.4,0.9620871537020605
0.5,0.9714566430020283
0.6,0.965033461862341
0.7,0.9672478134110786
0.8,0.9635516083421704
0.9,0.9640243902439024
